service_request_id,requested_datetime,updated_datetime,e,n,service_code,status,detail,year_requested,month_requested,processing_time_days
33890,2021-11-15 20:05:09,2021-11-16 13:52:28,2681121,1247505,Signalisation/Lichtsignal,fixed - council,Signaltafel nicht lesbar,2021,11,0.7411921296296297
33853,2021-11-13 15:44:48,2021-11-15 07:56:35,2682019,1247031,Abfall/Sammelstelle,fixed - council,Schrank und Eisschrank illegal entsorgt. Gefährlich wenn auf Kinder kippt.,2021,11,1.674849537037037
33854,2021-11-13 15:53:57,2021-11-15 08:01:16,2681358,1247698,Abfall/Sammelstelle,fixed - council,"Guten Tag Stadt Zürich <br/>  <br/> Letzte Woche wurde der Karton hier an der Zentralstrasse 120-126 nicht abgeholt. Wohl wegen der Bauarbeiten. Ich habe meinen Karton nun wieder im Keller, aber gestern gesehen, dass alle anderen den Karton noch vor den Haustüren haben. <br/>  <br/> Bitte informieren, bzw. entsorgen sie den Karton. Wie wird das in Zukunft? Die Baustelle wird hier bis ca. Februar 2022 bestehen bleiben. <br/>  <br/> Info: Auch liegen hier des Weiteren Sperrmüll hier direkt beim Ecken Delta Glas bzw. unterhalb meines Fensters an der Zentralstrasse 126. <br/>  <br/> Besten Dank für Ihre Antwort. <br/>  <br/> Freundliche Grüsse Cinzia Monguzzi",2021,11,1.6717476851851851
33855,2021-11-13 16:03:55,2021-11-15 11:59:12,2682876,1253965,Abfall/Sammelstelle,fixed - council,"Siehe 33730, 33744 mit Antwort auf 33730 Guten Tag <br/>  <br/> Grüezi Besten Dank für Ihre Meldung auf <<Züri wie neu>>. Ihr Anliegen wurde wie folgt beantwortet: ERZ Entsorgung + Recycling Zürich reinigt den erwähnten öffentlichen Grund bis spätestens am 10. November, damit Sie die Sauberkeit in dieser Stadt geniessen können. Freundliche Grüsse Ihre Stadt Zürich <br/>  <br/> Fussweg Köschenrütiweg und Aussichtspunkt wurden bis Heute 13.11.21. noch nicht erledigt. Freundliche Grüsse <br/>  <br/> Siehe Retour-Mail vom 8.11.31 Guten Tag Es tut mir leid, und auch mir ist es keine Freude, aber Sie haben die Fragen nicht beantwortet. Wenn der öffentliche Grund, auch nach dem Blätterfall der Plantane gereinigt würde, wäre keine Reklamation nötig. (Bitte nicht im Dezember, dann wurden die Blätter bereits entfernt und vom Winde verweht . Sie wissen als Fachmann auch, dass diese Blätter nicht kompostierbar sind.) Der Fussweg, wie die Strasse sind öffentliche Wege!!! Da gehört ein reinigen der öffentlichen Wege beim Blätterfall wöchentlich dazu. Das wurde zum Teil in Freiwilligen Arbeit erledigt. Somit ist ja das Problem für Sie erledigt ?? Da macht es sich die Stadt, als Verursacher des Problems etwas einfach!! Wenn eine wöchentliche Reinigung ausgeführt würde, wäre eine Reklamation der Anlieger erledigt, und gäbe keine Beanstandung. Der Fussweg und Rümlangstrasse wurde vor Wochen telefonisch gemeldet und erst Heute 8.11.21. , war die Strassenmaschine vor Ort. Der Fussweg noch nicht. Da lasse ich mich gerne positiv überraschen und bin gespannt auf das nächste Jahr. Ich hoffe, dass es dann keine Beanstandung mehr braucht. Freundliche Grüsse ",2021,11,1.8300578703703703
33856,2021-11-13 16:14:54,2021-11-15 08:30:57,2681823,1249987,Signalisation/Lichtsignal,fixed - council,Tafel um 90° verdreht Nordstr. 303 / Waidstr,2021,11,1.6778125
33857,2021-11-13 18:26:02,2021-11-23 08:19:50,2683407,1251617,Schädlinge,fixed - council,Guten Tag Am hellichten Tag bei Marktbetrieb habe ich hier eine Ratte die Strasse überqueren sehen. Es ist nicht das erste Mal. Bereits vor ein paar Monaten habe ich in der Gegend Ratten gesichtet.,2021,11,9.579027777777778
33858,2021-11-13 18:55:54,2021-11-15 06:13:15,2682505,1249618,Beleuchtung/Uhren,fixed - council,Strassenlampe (aufgehängt) brennt nicht mehr. Danke fürs Ersetzen! Finde das Schlüsselloch der Haustüre ohne Licht nicht ...,2021,11,1.4703819444444444
33859,2021-11-13 22:58:22,2021-11-15 08:29:20,2687022,1245746,Abfall/Sammelstelle,fixed - council,Dauernd ist dieser Abfalleimer überfüllt mit Haushaltmüll und Babywindeln.,2021,11,1.3965046296296297
33860,2021-11-13 23:11:42,2021-11-15 07:23:54,2682589,1248350,Beleuchtung/Uhren,fixed - council,Beleuchtung des Treppengeländers (Led Streifen) und Spot beim Lift flackern. (Spannungsschwankung?),2021,11,1.3418055555555555
33861,2021-11-14 09:00:15,2021-11-15 16:19:10,2681933,1245417,Grünflächen/Spielplätze,fixed - council,Abflussschacht verstopft,2021,11,1.3048032407407408
33862,2021-11-14 09:19:17,2021-11-15 08:33:07,2684698,1251166,Abfall/Sammelstelle,fixed - council,Seit 3 Wochen steht dieses Teil hier. Vielen Dank für die Entsorgung.,2021,11,0.9679398148148148
33863,2021-11-14 10:48:51,2021-11-17 11:03:22,2681746,1246663,Strasse/Trottoir/Platz,fixed - council,Randstein bei Abfluss gebrochen. Einsturzgefahr?,2021,11,3.0100810185185187
33864,2021-11-14 13:00:43,2021-11-15 12:31:27,2681145,1247290,Strasse/Trottoir/Platz,fixed - council,"Wiederauffüllung von Grabenarbeiten (Gas) mit Kiessand erfolgt, Abschluss mit Schwarzbelag fehlt, Kiessand verschmutzt Strasse",2021,11,0.9796759259259259
33865,2021-11-14 13:14:50,2021-11-15 07:35:05,2683598,1250978,Graffiti,fixed - council,Graffiti an der Wand des Hauses,2021,11,0.7640625
33866,2021-11-14 13:51:26,2021-11-15 08:54:55,2686121,1245676,Abfall/Sammelstelle,fixed - council,Seit Tagen übervoller Robidog,2021,11,0.7940856481481482
33867,2021-11-14 14:34:42,2021-11-15 15:18:42,2681316,1242617,Signalisation/Lichtsignal,fixed - council,Pfosten schief,2021,11,1.0305555555555554
33869,2021-11-14 15:14:41,2021-11-15 12:39:00,2686130,1246213,Beleuchtung/Uhren,fixed - council,"Seit einiger Zeit brennt die Strassenlaterne vor dem Haus, In der Sommerau 11, in ZH-Witikon nicht mehr. Das sollte möglichst bald repariert werden. Vielen Dank",2021,11,0.8918865740740741
33870,2021-11-14 15:47:10,2021-11-16 11:28:54,2682720,1244949,Beleuchtung/Uhren,fixed - council,"In der SBB-Unterführung Honrainweg sind diverse Leuchtmittel defekt: Mit Ausnahme der äusseren (abgeschalteten) Leuchten sind 3 weitere komplett dunkel, sowie eine weitere lediglich am glimmen.",2021,11,1.8206481481481482
33871,2021-11-14 19:08:33,2021-11-18 16:23:22,2683148,1247967,Signalisation/Lichtsignal,fixed - council,"Sehr geehrte Damen und Herren <br/>  <br/> Die Überquerung des Bahnhofplatzes in Richtung Sihl ist als Velofahrende eine unangenehme Sache, insbesondere wenn man vom Landesmuseum her kommend in die Löwenstrasse einbiegen will. Hier hat man 2 Fahrspuhren zu überqueren. Die Fahrspuren für Auto und Velo sind schmal. Ich kenne diese Strecke auch als Autofahrerin. Man gibt hier im Auto - auch in Erwartung der Autobahn in Richtung Chur - schon mal Gas. Zur Zeit löse ich das Linksabbiegen als Velofahrerin in die Löwenstrasse, indem ich das Rotlicht vor der Ampel auf dem Bahnhofplatz nach dem letzten querenden Fussgänger missachte und den Autos so davon fahre und dabei die Spur wechseln kann. Das kann jedoch nicht die Lösung sein, dass ich nur sicher die Fahrbahn quere, wenn ich die Verkehrsregel nicht einhalte. Ich bitte Sie, diese Situation sicherer auszugestalten: Von Tempo 50 auf Tempo 30? Ein Haltebereich für die Velofahrenden vor den Autos an der Ampel auf dem Bahnhofplatz? Anderes? <br/> ",2021,11,3.885289351851852
33872,2021-11-15 08:58:27,2021-11-15 09:00:06,2683152,1249545,Abfall/Sammelstelle,fixed - council,Velo steht schon sehr lange an Laternenpfahl,2021,11,0.0011458333333333333
33873,2021-11-15 09:37:11,2021-11-15 12:02:36,2682376,1244953,Strasse/Trottoir/Platz,fixed - council,"Treppenstufen lösen sich (Scheideggstrasse 118 Richtung Scheideggstrasse 122, 8038 Zürich)",2021,11,0.1009837962962963
33876,2021-11-15 10:24:44,2021-11-15 14:57:47,2680682,1247996,Abfall/Sammelstelle,fixed - council,Laub auf dem Gehweg entfernen rutschig,2021,11,0.18961805555555555
33877,2021-11-15 10:42:32,2021-11-15 11:13:05,2680882,1245746,VBZ/ÖV,fixed - council,"Bus 511: im hinteren Teil tönt es bei Bodenwellen aus einem Kasten oberhalb der Türe, wie wenn ein Freiheitstrychler eingesperrt wäre.",2021,11,0.021215277777777777
33879,2021-11-15 10:44:01,2021-11-15 12:21:49,2680414,1247540,VBZ/ÖV,fixed - council,"Billetautomat, Bildschirm eingeschlagen.",2021,11,0.06791666666666667
33880,2021-11-15 11:27:03,2021-11-22 13:27:39,2683636,1246535,Grünflächen/Spielplätze,fixed - council,Auf dem chaussierten Wegstreifen an der Seepromenade (Utoquai) hat es Schlaglöcher im Belag. Insbesondere am Anfang und am Ende beim Übergang zum festen Belag (Abschluss mit Stahlprofil) ist es bei schlechten Sichtverhältnissen gefährlich für Fahrräder und Rollstuhlfahrer. Besten Dank im Voraus für Ihren Augenschein und Ausbesserung.,2021,11,7.08375
33881,2021-11-15 11:27:45,2021-11-19 11:40:56,2681434,1247918,Strasse/Trottoir/Platz,fixed - council,Strassentafel fehlt/Karl-Bürklistrasse,2021,11,4.009155092592593
33882,2021-11-15 11:30:45,2021-11-24 07:21:26,2681439,1247917,Strasse/Trottoir/Platz,fixed - council,Strassentafel fehlt/ Karl-Bürklistrasse,2021,11,8.826863425925925
33884,2021-11-15 12:41:39,2021-11-15 15:01:58,2681707,1248039,Abfall/Sammelstelle,fixed - council,Erbrochenes auf Trottoir vor Stauffacherstrasse,2021,11,0.09744212962962963
33885,2021-11-15 13:01:53,2021-11-15 16:09:39,2679503,1250096,Strasse/Trottoir/Platz,fixed - council,Fremde Baufirma ( nicht Tiefbauamt Zch) hat vor bald drei Woche gegraben und irgendwas gemacht. Loch zu und geteert. Nun stehen die Absperrung so rum. Erschweren Zufahrt zu Parkplätzen. Firma ist aus Rapperswil. Oberseestr. Wann wird endlich aufgeräumt? Freunddliche Grüsse,2021,11,0.13039351851851852
33887,2021-11-15 16:37:07,2021-11-17 08:31:57,2681221,1242785,Abfall/Sammelstelle,fixed - council,Ölflasche auf Strasse geleert??,2021,11,1.6630787037037038
33888,2021-11-15 17:01:08,2021-11-16 07:13:41,2683171,1253356,Abfall/Sammelstelle,fixed - council,Seit einigen Monaten ensorgt ein Arschloch wöchentlich Abfall am Bach und Hunde verteilen den Unrat in Wiese und Bach,2021,11,0.5920486111111111
33891,2021-11-15 21:24:57,2021-11-22 14:02:07,2681820,1248003,Strasse/Trottoir/Platz,fixed - council,Es hätte genug Platz für ein Veloweg aber nein wieder werden abschrakungen gebaut damit Fußgänger und Fahrrad nicht durch kommen. Warum?,2021,11,6.692476851851852
33892,2021-11-15 21:59:10,2021-11-16 10:58:21,2682411,1247064,Beleuchtung/Uhren,fixed - council,"Hier fehlt seit Monaten die Beleuchtung. Gerade jetzt wo es früh dunkel wird sieht man kaum etwas, Fussgänger und Velofahrer stossen oft zusammen. Auch ist es für die allgemeine Sicherheit nicht gut",2021,11,0.5410995370370371
33893,2021-11-15 22:56:28,2021-11-17 06:47:02,2680168,1246534,Strasse/Trottoir/Platz,external,4 Basketballkörbe auf dem Sportplatz des Schulhaus Döltschi sind beschädigt. Netze gerissen und teilweise auch der Ring defekt. Seit ca. 5 Monaten unverändert.,2021,11,1.3267824074074075
33894,2021-11-15 23:52:53,2021-11-16 07:26:00,2682378,1247848,Abfall/Sammelstelle,fixed - council,Abfall,2021,11,0.3146643518518519
33895,2021-11-16 00:25:00,2021-11-16 12:47:38,2681723,1247966,Beleuchtung/Uhren,fixed - council,Seilleuchte dunkel,2021,11,0.5157175925925926
33896,2021-11-16 00:25:37,2021-11-16 07:28:27,2681735,1247952,Abfall/Sammelstelle,fixed - council,Bügelbrett und Klappstühle,2021,11,0.29363425925925923
33898,2021-11-16 07:41:45,2021-11-16 08:23:36,2679639,1250917,Abfall/Sammelstelle,fixed - council,Eine Matratze liegt hier seit Tagen,2021,11,0.0290625
33899,2021-11-16 08:33:45,2021-11-16 11:32:02,2683169,1252178,Beleuchtung/Uhren,fixed - council,"Guten Tag, Die Uhr ist immer noch defekt. Jetzt stimmen alle drei Zifferblätter nicht mehr. Nach ihren eigenen Angaben sollte die Uhr in KW45 repariert werden. Bitte priorisieren Sie diesen Reparaturauftrag. Vielen Dank.",2021,11,0.12380787037037037
33900,2021-11-16 09:20:18,2021-11-16 22:09:51,2684024,1246024,Strasse/Trottoir/Platz,external,Fahrrad steht seit über einem Jahr hier und wurde nie bewegt,2021,11,0.5344097222222223
33901,2021-11-16 09:52:29,2021-11-17 16:57:40,2684754,1246931,Strasse/Trottoir/Platz,fixed - council,"Hier -gegenüber von asylstrasse 66- sind zwischen den neuen tramschienen deckel verbaut. jedes mal wenn ich mit meiner vespa darüber fahre, tönt der kleinere davon sehr laut (wie wenn er nicht richtig montiert wäre)",2021,11,1.2952662037037037
33924,2021-11-17 06:09:01,2021-11-19 10:24:38,2680633,1249933,Beleuchtung/Uhren,fixed - council,Lampe 66 Kloster Fahr Weg/Wipkingerpark macht viel dunkles Licht,2021,11,2.177511574074074
33902,2021-11-16 10:29:20,2021-11-16 10:34:36,2680286,1249987,Abfall/Sammelstelle,fixed - council,"Fahrrad in Büschen gefunden und bei Sitzbank deponiert. <br/>  <br/> Auch ein Post in Facebook gemacht, um den Eigentümer so eventuell erreichen zu können. <br/>  <br/> Herzliche Grüsse Sascha R. Bauer Founder The Social Mall (Startup in Zürich) 8064 Zürich",2021,11,0.0036574074074074074
33903,2021-11-16 10:32:17,2021-11-16 10:55:04,2678411,1248737,Abfall/Sammelstelle,fixed - council,Schon wieder ein Abfalldepot,2021,11,0.015821759259259258
33904,2021-11-16 11:11:37,2021-11-16 11:16:56,2683292,1249332,Abfall/Sammelstelle,fixed - council,Ein defektes Velo steht seit mehreren Monaten am Trottoirrand.,2021,11,0.00369212962962963
33905,2021-11-16 12:07:45,2021-11-17 12:43:15,2683626,1247287,Strasse/Trottoir/Platz,fixed - council,"In der Strasse ""Obere Zäune"" wurde beim parkieren ein Poller vollständig aus der Halterung gerissen. Der Vorfall wurde bereits vor ca. einer Woche der Polizei gemeldet. Wir bitten um baldige Bearbeitung.",2021,11,1.0246527777777779
33907,2021-11-16 13:06:15,2021-11-16 17:53:38,2683280,1247958,VBZ/ÖV,fixed - council,"Treppenmarkierung Haltestelle Bahnhofquai zu Shopville (alter Teil) ist total abgenutzt, ziemlich gefährlich.",2021,11,0.19957175925925927
33910,2021-11-16 17:18:26,2021-11-18 07:15:30,2684568,1252120,Grünflächen/Spielplätze,fixed - council,Baum abgestorben.,2021,11,1.5812962962962962
33911,2021-11-16 17:26:16,2021-11-17 10:51:22,2679427,1250904,Brunnen/Hydranten,fixed - council,Brunnen abfluss verstopft,2021,11,0.7257638888888889
33912,2021-11-16 17:26:17,2021-11-17 08:56:26,2681798,1249261,Abfall/Sammelstelle,fixed - council,Veloschrott,2021,11,0.6459375
33913,2021-11-16 17:27:04,2021-11-17 08:58:17,2681803,1249257,Abfall/Sammelstelle,fixed - council,Möbel,2021,11,0.6466782407407408
33914,2021-11-16 17:28:16,2021-11-17 08:59:40,2681064,1248101,Abfall/Sammelstelle,fixed - council,Mobiliar,2021,11,0.6468055555555555
33915,2021-11-16 19:37:37,2021-11-17 17:10:02,2683901,1251680,Signalisation/Lichtsignal,fixed - council,"Das im Bild dargestellte Problem bleibt auch nach den zwei Anpassungen (Meldungen 30562 und 31834) bestehen. <br/>  <br/> Heute Abend habe ich z.B. die rechte Variante erlebt, dies sogar während ein Bus Richtung Schwamendingen wartete.",2021,11,0.8975115740740741
33928,2021-11-17 08:10:04,2021-11-17 09:34:33,2685613,1245888,Abfall/Sammelstelle,fixed - council,Weissglas voll rest auch.,2021,11,0.05866898148148148
33916,2021-11-16 20:07:54,2021-11-17 17:10:20,2683744,1251652,Signalisation/Lichtsignal,fixed - council,"Sterbliche in der Wallisellenstrasse bekommen ihr Blinkgelb erst 6 Sekunden nachdem Blauweisse ihr Vollgrün bekommen haben. Wieso? Es braucht keine 6 Sekunden, um einen 1,5 Meter breiten Velostreifen zu räumen. <br/>  <br/> Falls es Ihnen unwichtig ist, Velos ca. 4,5 Sekunden Wartezeit zu ersparen, kann ich auch erwähnen, dass hier vereinzelt auch motorisierte Sterbliche fahren, und zwar auf dem Gleis. Die 4,5 Sekunden können sich also sehr wohl auf den ÖV auswirken. Diese Verzögerung entspricht derjenigen beim «Kompromiss» par excellence Quartierverbindung Ost, wegen welcher man sich dort für dreiminütige Fussgänggerrotphasen entschieden hat.",2021,11,0.8766898148148148
33917,2021-11-16 20:21:06,2021-11-18 16:18:58,2683656,1251729,Signalisation/Lichtsignal,fixed - council,"Diese Schlaufe erkennt anscheinend keine Velos; die Ampel bleibt rot, während die Gegenrichtung Grün hat (siehe Bild). Wenn ein Auto auf der Schlaufe steht, wird es wie erwartet grün.",2021,11,1.8318518518518518
33918,2021-11-16 20:52:35,2021-11-17 17:15:09,2682803,1250782,Signalisation/Lichtsignal,fixed - council,"Dieser Fussgängerstreifen (im Bild «A») bekommt oft früher als nötig Rot, und zwar dann, wenn der gegenüberliegende («B») wegen Tram/Bus extra Grün bekommt. <br/>  <br/> Vor längerem hatte während diesem Rot die Rechtsabbiegespur («C») Grün; dieses Grün wurde dann wegen der (inzwischen leider aufgehobenen) Führung der geradeausfahrenden Velos auf dieser Spur verkürzt, ohne das Fussgängergrün entsprechend zu verlängern. <br/>  <br/> Vorschlag: wenn das Tram grün hat, Rechtsabbieger wie früher freigeben, um Zwischenfälle Fussgänger/Tram zu vermeiden. Ansonsten Fussgängergrün verlängern.",2021,11,0.8490046296296296
33919,2021-11-16 21:31:35,2021-11-17 11:04:25,2682323,1247025,Abfall/Sammelstelle,fixed - council,Bereits seit vergangenem Freitag (12.11.) Glasscherben auf dem Veloweg. Bitte um Reinigung.,2021,11,0.5644675925925926
33920,2021-11-16 22:26:49,2021-11-17 09:37:02,2682016,1245104,Allgemein,external,Herrenloser Rucksack,2021,11,0.46542824074074074
33921,2021-11-16 22:36:11,2021-11-17 08:49:28,2681783,1244889,Strasse/Trottoir/Platz,fixed - council,Ist schon bekannt wann die Brücke wieder eröffnet werden kann?,2021,11,0.4258912037037037
33922,2021-11-16 23:56:47,2021-11-24 10:31:06,2679721,1250458,Strasse/Trottoir/Platz,fixed - council,2 Randsteine an der Haltestelle haben sich gelöst.,2021,11,7.440497685185186
33923,2021-11-17 06:08:41,2021-11-23 08:18:34,2680098,1249094,Schädlinge,fixed - council,Heute Morgen habe diesen Artikel im Tagblatt gelesen und gerade gestern Vormittag habe ich als ich auf dem 31er Bus (Richtung Farbhof) an der Haltestelle Letzipark gewartet habe zwei grosse Ratten gesehen. Ich frequentiere seit Jahren diese Haltestelle und bis jetzt war nie der Fall. Bedenken habe ich auch weil gerade dort sich das Restaurant Nüni befindet.,2021,11,6.09019675925926
33936,2021-11-17 13:45:46,2021-11-18 13:38:15,2679282,1247741,Signalisation/Lichtsignal,fixed - council,"Auf der Albisriederstrasse Stadtauswärts darf man auf der Höhe Post nicht nach links in die Fellenbergstrasse abbiegen, erst nach der Tramhaltestelle Fellebergstrasse. Jetzt wurde die Tafel Einbahnstrasse bei der Einmündung der Fellenbergstrasse entfernt. Ich konnte schon mehrfach beobachten, dass Autofahrer vor der Tramhaltestelle nach links abbiegen wollten und es zu kritischen Situationen kam. Bitte wieder eine Einbahntafel montieren.",2021,11,0.9947800925925926
33938,2021-11-17 16:06:40,2021-11-18 08:01:11,2681714,1248039,Abfall/Sammelstelle,fixed - council,Erbrochenes vor Stauffacherstrasse 175 auf Trottoir ist noch immer da!,2021,11,0.6628587962962963
33939,2021-11-17 16:23:40,2021-11-22 08:32:58,2685777,1245626,VBZ/ÖV,fixed - council,Der Abspannmast (Beleuchtungsmast) neben Haus Forchstrasse 305 wurde bereits wieder bemalt. Es hat erneut einen Tag an derselben Stelle.,2021,11,4.673125
33941,2021-11-17 18:32:57,2021-11-18 10:17:42,2681557,1246237,Strasse/Trottoir/Platz,fixed - council,Diese Strasse hat kein Namensschild,2021,11,0.6560763888888889
33942,2021-11-17 20:07:10,2021-11-18 11:23:39,2681933,1245532,Beleuchtung/Uhren,fixed - council,Illegales Plakatieren im öffentlichen Raum,2021,11,0.6364467592592593
33943,2021-11-17 22:33:18,2021-11-19 10:23:15,2682130,1244908,Beleuchtung/Uhren,fixed - council,Kandelaber 12 und 13 defekt,2021,11,1.4930208333333332
33944,2021-11-18 08:12:47,2021-11-18 09:07:10,2679738,1247466,Abfall/Sammelstelle,fixed - council,"Seit Wochen steht dort ein PC-Möbel und es kommt immer mehr Abfall dazu. Aludosen, Glasflaschen, etc. Vielen Dank",2021,11,0.037766203703703705
33945,2021-11-18 08:30:21,2021-11-19 10:34:39,2680582,1248080,Abfall/Sammelstelle,fixed - council,Momentan werden Leitungen für die Fernwärme verlegt. <br/>  <br/> Das zur Baustelle angrenzende Trottoir an der Brahmsstrasse ist seither nicht mehr gereinigt worden. An nassen Tagen wird das Laub sehr rutschig. Zusätzlich liegt überall Unrat.,2021,11,1.0863194444444444
33946,2021-11-18 09:31:31,2021-11-18 11:27:02,2683606,1247287,Allgemein,external,"Dieses Mini-Elektorbike steht seit circa 4 Jahren im Veloständer und wird offensichtlich nicht mehr benutzt. Da es angekettet ist, lässt es sich nicht auf die Seite stellen und blockiert so etliche Plätze. Es wurde der Stadt wiederholt gemeldet, passiert ist bislang noch nichts. Die Platzkanppheit ist zudem akkut, da aufgrund der Baustelle zurzeit ein Teil der Veloabstellplätze nicht zur Verfügung steht. <br/>  <br/> Können Sie das von offizieller Seite entfernen lassen? Zum einen habe ich keine Flex zur Hand, zum anderen dürfte es wohl auch nicht ganz legal sein, ein angekettets Bike einfach loszuschneiden. Danke",2021,11,0.0802199074074074
33948,2021-11-18 09:47:24,2021-11-19 10:50:23,2683489,1247217,Abfall/Sammelstelle,fixed - council,"(Dies ist mehr eine Frage/Mitteilung als eine eigentliche Schadensmeldung) <br/>  <br/> Es vergeht fast kein Tag, an dem die Römergasse ab Höhe Le Dézaley bis Münstergasse nicht voller Scherben ist. Es handelt sich dabei häufig nicht um eine einzelne zerbrochene Flasche, denn oftmals sieht man 3 verschiedene Glasfarben. Im Büro bezeichnen wir den Weg inzwischen bereits als Scherbengasse, was leider mit dem Velo nicht ganz so lustig ist. <br/>  <br/> Ist Ihnen das Problem bekannt? Ich habe keine Ahnung, weshalb genau diese Stelle. Hängt es allenfalls damit zusammen, dass die Gasse aufgrund des Gefälles schwerer zu reinigen ist und deshalb verhältnismässig viele Splitter liegen bleiben?",2021,11,1.043738425925926
33949,2021-11-18 10:09:56,2021-11-25 11:19:11,2686664,1251342,Signalisation/Lichtsignal,fixed - council,"Hier ist nicht ganz klar, was diese Fläche soll. Ist dies nun eine Sperrfläche oder nicht. Die Fläche selbst ist unterteilt. Wenn man in die Tankstelle an der Ueberlandstrasse 401 einfahren möchte und die Sperrfläche korrekt umsetzen würde, müsste man via Schubiger Möbel drehen und von hinten her in die Tankstelle fahren. Hier ist nicht klar, ob man von Seiten Schwammendingerplatz einfahren darf und ob man von Dübendorf her kommend direkt von der Ueberlandstrasse in die Tankstelle einfahren darf. Zudem fehlt hier an der Kreuzung nach wie vor einen Spiegel. Selbst Mitarbeitende vom ERZ bemängeln dies bereits.",2021,11,7.048090277777778
33950,2021-11-18 10:11:56,2021-11-18 10:54:57,2686670,1251313,Signalisation/Lichtsignal,fixed - council,"Das Fussgängerschild (wurde bereits im Oktober gemeldet) ist seit rund fünf Monaten defekt. Ich weiss, es handelt sich hier ""nur"" um Schwammendingen und nicht um den Kreis 1. Denoch muss es möglich sein, ein solches Schild baldmöglichst zu reparieren!",2021,11,0.029872685185185186
33951,2021-11-18 10:14:51,2021-11-18 12:18:21,2684288,1245828,Signalisation/Lichtsignal,fixed - council,Vibration für Blinde defekt,2021,11,0.08576388888888889
33953,2021-11-18 11:26:42,2021-11-19 10:54:20,2680265,1247707,Abfall/Sammelstelle,fixed - council,Zahlloser Sperrmüll am Strassenrand und auf dem Troittoir,2021,11,0.9775231481481481
33954,2021-11-18 11:39:36,2021-11-19 10:57:40,2682085,1245327,Abfall/Sammelstelle,fixed - council,"Verbrannter Kinderwagen auf dem Veloweg in der Unterführung, nahe beim Wasser (giftige Substanzen?)",2021,11,0.9708796296296296
33956,2021-11-18 12:01:39,2021-11-19 10:52:02,2682122,1247320,Allgemein,external,Guten Tag <br/>  <br/> Das Fahrrad steht seit 5 Wochen mit einer Platte bei dem Fahrradständer auf dem Trottoir.,2021,11,0.9516550925925926
33957,2021-11-18 12:25:34,2021-11-19 11:37:33,2679935,1248675,Strasse/Trottoir/Platz,fixed - council,Hier wurde vor kurzem das Strassenniveau zum Trottoir hin erhöht. Nun fliesst das Regenwasser nicht mehr am Strassenrand ab sondern gut 1m Richtung Strassenmitte. Ich frage mich ob die Stadt diese Änderung vorgenommen hat oder eine Privatperson/Firma (angrenzende Autogarage?).,2021,11,0.9666550925925926
33958,2021-11-18 15:14:49,2021-11-22 11:09:57,2683879,1251307,Graffiti,fixed - council,Vor 5 Moanten schon mal gemeldet Schwamendingenstr. 37 - 41 Pfosten massiv krumm,2021,11,3.829953703703704
33961,2021-11-18 17:12:52,2021-11-19 10:52:02,2684689,1245241,Allgemein,external,Seit Monaten liegen diese 2 Velos an diesem Ort und werden nicht benutzt. Das Problem wurde ihnen schon im Oktober gemeldet,2021,11,0.7355324074074074
33965,2021-11-19 07:31:09,2021-11-19 07:41:58,2681558,1246247,Signalisation/Lichtsignal,fixed - council,Kleber auf Signalisations Tafel.,2021,11,0.007511574074074074
33966,2021-11-19 08:07:03,2021-11-23 08:16:22,2683529,1251546,Schädlinge,fixed - council,"Nach meiner Meldung von letzter Woche, habe ich heute früh wieder zwei Ratten am helllichten Tag auf der Strasse gesehen. Sie kamen aus den Baumtrogen dieser Allee hervor.",2021,11,4.006469907407407
33967,2021-11-19 08:07:29,2021-11-19 10:52:02,2682328,1248719,Allgemein,external,Wie viel Platz vom Trottoir kann hier noch eingenommen werden? Der Laden stellt täglich das Trottoir mit Verkaufsfläche und Sonnenschirm voll.,2021,11,0.11427083333333334
33969,2021-11-19 11:52:54,2021-11-22 12:29:34,2685659,1246613,Abfall/Sammelstelle,fixed - council,Seit monaten ist (nach unwettern) die hälfte der strasse (gegenüber klusstrasse 58) mit geröll verschüttet,2021,11,3.025462962962963
33970,2021-11-19 12:14:14,2021-11-19 15:49:23,2684622,1245330,Strasse/Trottoir/Platz,fixed - council,"Tiefer Belagschaden auf Fussgängerstreifen bei Tramhaltestelle. Kann zu Stürzen oder Verletzungen führen. (Sehbeeinträchtigte, Fokus auf Tram etc.)",2021,11,0.14940972222222224
33971,2021-11-19 12:17:54,2021-11-22 13:33:21,2684551,1248499,Grünflächen/Spielplätze,fixed - council,“FUCK KIDS” graffiti im spielplatz,2021,11,3.052395833333333
33975,2021-11-19 14:37:52,2021-11-19 16:35:54,2683669,1247024,Abfall/Sammelstelle,fixed - council,Überquillende Container seit Tagen.,2021,11,0.08196759259259259
33976,2021-11-19 14:48:05,2021-11-19 14:54:55,2680349,1246143,Brunnen/Hydranten,fixed - council,Hydrant leckt erneut,2021,11,0.00474537037037037
33978,2021-11-19 15:41:44,2021-11-22 09:18:13,2684768,1248428,Strasse/Trottoir/Platz,fixed - council,Handlauf hat scharfe Kanten.,2021,11,2.7336689814814816
33979,2021-11-19 15:44:20,2021-11-22 09:18:55,2684735,1248324,Strasse/Trottoir/Platz,fixed - council,Handlauf ist gebrochen.,2021,11,2.732349537037037
